gender,sr_cit,tenure,phone_y_n,internet_type,mon_chg,churn
Female,0,14,1,Fiber optic,89.8,1
Female,0,12,1,Fiber optic,85.15,0
Male,1,67,1,DSL,60.95,0
Female,0,35,1,DSL,72.25,1
Female,0,45,1,DSL,73.55,0
Male,0,10,1,DSL,46,0
Female,1,29,1,DSL,58.55,0
Female,0,24,1,No,24.6,0
Male,0,66,1,No,19.75,0
Male,0,51,1,Fiber optic,86.35,0
Female,0,45,1,No,25.5,0
Female,0,49,1,No,19,0
Female,0,29,1,No,19.55,0
Male,0,40,1,Fiber optic,110.1,0
Female,1,37,1,Fiber optic,96.55,1
Male,0,25,1,Fiber optic,69.75,0
Female,0,22,0,DSL,50.6,0
Male,0,72,0,DSL,65.6,0
Female,0,7,0,DSL,40.1,1
Male,0,33,1,DSL,82.1,0
Female,0,23,1,Fiber optic,79.1,0
Male,1,24,1,Fiber optic,101.25,1
Female,0,1,1,Fiber optic,79.55,1
Male,0,69,1,DSL,90.65,0
Female,0,3,1,No,20.55,0
Male,0,56,1,DSL,75.75,0
Male,0,65,1,Fiber optic,110,0
Male,0,71,1,No,20.85,0
Female,1,14,1,Fiber optic,80.35,0
Female,0,2,1,Fiber optic,70.15,0
Female,0,32,1,Fiber optic,84.05,1
Male,0,40,1,DSL,67.45,0
Male,0,1,1,No,20.75,0
Male,0,1,1,Fiber optic,89.1,1
Female,0,7,1,Fiber optic,69.9,0
Female,0,15,1,DSL,51.1,0
Female,0,17,1,Fiber optic,94.4,1
Male,0,19,1,Fiber optic,78.25,1
Male,0,71,1,No,25.55,0
Female,0,54,1,DSL,60,0
Male,0,31,1,Fiber optic,90.55,0
Female,0,11,1,Fiber optic,76.4,0
Female,1,18,1,Fiber optic,84.95,0
Female,1,72,1,Fiber optic,110.1,0
Female,1,71,1,Fiber optic,99.65,0
Male,1,5,0,DSL,45.4,0
Male,0,38,1,DSL,69,0
Male,0,5,1,DSL,48.65,0
Male,1,2,1,DSL,44.15,1
Female,1,52,1,DSL,59.85,0
Female,1,8,1,Fiber optic,75.75,1
Female,0,68,1,DSL,80.65,0
Male,0,69,1,No,20.55,0
Female,0,42,1,DSL,66.4,0
Female,0,50,1,Fiber optic,100.2,0
Female,0,1,1,No,19.1,1
Male,1,1,1,Fiber optic,80.3,1
Male,0,33,1,DSL,44.55,0
Female,0,7,1,No,20.35,0
Male,0,64,1,Fiber optic,91.8,0
Female,0,1,1,Fiber optic,74.9,1
Male,0,59,1,No,20.2,0
Female,0,6,1,DSL,50.35,0
Female,0,3,1,No,18.8,0
Female,0,15,1,No,20.45,0
Male,0,13,1,DSL,64.75,0
Female,0,23,1,Fiber optic,98.7,0
Male,1,31,1,Fiber optic,89.45,0
Male,0,29,1,DSL,58.75,0
Female,0,49,1,No,20.7,0
Female,0,56,1,Fiber optic,85.6,0
Female,0,63,1,DSL,80.3,0
Male,0,63,1,DSL,79.8,0
Male,1,24,1,Fiber optic,79.85,0
Male,1,36,1,DSL,54.1,0
Female,1,9,1,Fiber optic,80.85,1
Male,0,3,0,DSL,24.75,1
Female,0,21,1,DSL,80.9,0
Male,0,13,1,No,24.5,0
Male,0,1,1,No,20.15,0
Female,0,25,1,No,20.05,0
Male,0,71,1,No,19.6,0
Male,0,66,1,Fiber optic,114.3,0
Female,0,45,1,Fiber optic,100.3,0
Female,0,22,1,Fiber optic,80,0
Female,0,67,1,No,20.85,0
Female,0,68,1,Fiber optic,89.95,0
Female,0,0,1,No,20,0
Female,1,49,1,Fiber optic,90.85,1
Female,1,4,1,DSL,48.75,0
Male,0,63,1,DSL,80,0
Female,0,2,1,Fiber optic,79.7,1
Male,0,21,1,No,20.35,0
Male,0,55,1,DSL,57.55,1
Male,0,1,1,No,20.25,0
Female,0,17,1,No,19.4,0
Male,0,30,1,Fiber optic,100.4,0
Male,0,22,1,DSL,57.95,0
Female,0,9,1,DSL,59.5,0
Male,0,1,1,No,19.2,0
Female,0,21,1,Fiber optic,86.5,1
Male,0,19,1,DSL,59.55,0
Female,0,69,1,Fiber optic,103.95,1
Male,1,1,0,DSL,25.1,1
Female,0,72,1,Fiber optic,103.95,0
Male,0,70,1,DSL,68.95,0
Female,0,66,1,Fiber optic,103.1,0
Female,0,7,0,DSL,24.7,0
Female,1,46,1,Fiber optic,110.2,0
Male,0,39,0,DSL,48.95,1
Female,0,32,1,DSL,62.45,0
Male,0,24,1,Fiber optic,89.55,0
Male,0,6,1,Fiber optic,83.55,1
Female,0,37,1,DSL,78.9,0
Male,0,8,1,No,20.35,0
Female,0,72,1,DSL,71.45,0
Male,1,71,0,DSL,46.35,0
Female,0,16,1,Fiber optic,94.65,0
Female,0,57,0,DSL,49.9,0
Male,0,66,1,No,25.45,0
Female,1,17,1,Fiber optic,89.15,1
Female,0,21,1,No,20.75,0
Male,0,66,1,DSL,66.1,0
Female,0,17,1,DSL,75.4,0
Male,0,1,1,Fiber optic,70.45,1
Male,0,58,1,DSL,60.3,1
Female,0,8,1,No,21.05,0
Male,0,27,1,DSL,69.35,0
Male,0,34,1,Fiber optic,88.85,0
Male,0,30,1,Fiber optic,97,0
Male,0,33,1,DSL,66.4,0
Male,0,1,0,DSL,24.75,1
Male,0,14,1,DSL,69.2,0
Female,0,16,1,Fiber optic,79.5,0
Female,0,49,1,Fiber optic,100.65,0
Male,0,19,1,Fiber optic,103.3,1
Female,0,70,1,DSL,79.7,0
Female,0,32,1,DSL,61.4,0
Female,0,18,1,Fiber optic,69.8,0
Male,0,37,0,DSL,40.55,0
Female,0,4,1,Fiber optic,75.65,0
Female,0,16,1,Fiber optic,90.7,0
Male,0,17,1,Fiber optic,80.5,0
Female,0,19,1,DSL,60.6,0
Male,0,60,1,Fiber optic,101.15,0
Male,0,51,1,No,24.95,0
Male,0,28,1,No,20.3,0
Male,0,43,1,DSL,60,0
Male,0,42,1,No,20.25,0
Male,0,3,1,Fiber optic,78.5,1
Female,0,1,1,DSL,44.75,0
Female,0,3,1,No,19.85,1
Female,0,63,1,Fiber optic,98,0
Male,1,3,1,Fiber optic,79.9,1
Male,0,68,1,Fiber optic,107.7,0
Female,1,30,1,Fiber optic,99.7,1
Female,0,60,1,Fiber optic,104.7,0
Male,0,15,1,DSL,58.6,1
Male,1,45,1,Fiber optic,93.9,0
Female,0,70,1,DSL,86.45,0
Male,0,10,1,Fiber optic,98.5,1
Male,0,4,1,No,19.4,0
Female,0,1,1,DSL,50.45,1
Female,0,68,1,No,24.95,0
Male,0,22,1,Fiber optic,75,0
Male,0,38,1,Fiber optic,94.65,1
Female,0,1,1,Fiber optic,100.25,1
Male,0,18,1,Fiber optic,78.2,0
Male,0,29,1,Fiber optic,94.2,0
Female,0,16,1,Fiber optic,88.45,1
Male,0,1,1,Fiber optic,69.85,1
Male,0,12,1,Fiber optic,81.7,1
Male,0,31,0,DSL,50.05,0
Male,0,4,1,Fiber optic,79.9,1
Female,0,48,1,DSL,69.55,0
Female,0,15,1,No,25.4,1
Male,0,50,1,Fiber optic,90.1,0
Male,0,7,1,DSL,44.65,0
Male,1,41,1,Fiber optic,83.75,1
Male,0,68,1,Fiber optic,80.35,0
Female,1,26,1,Fiber optic,98.1,0
Male,0,57,0,DSL,53.35,0
Female,0,3,1,No,19.55,0
Female,0,1,1,No,20.9,1
Male,0,19,1,DSL,48.95,0
Female,0,3,1,DSL,54.2,0
Female,0,59,1,No,24.45,0
Female,0,1,1,Fiber optic,69.4,1
Male,0,42,0,DSL,40.15,0
Female,0,7,1,Fiber optic,74.9,1
Male,0,67,1,No,25.6,0
Male,0,1,1,Fiber optic,70.35,0
Male,0,66,1,DSL,91.7,0
Female,0,61,1,Fiber optic,89.2,0
Male,0,4,1,No,24.1,0
Female,1,42,1,Fiber optic,74.15,1
Female,0,64,1,DSL,53.85,0
Female,1,54,1,Fiber optic,115.6,0
Male,0,1,1,No,19.75,0
Male,0,54,1,No,24.05,0
Female,0,18,1,No,25.3,0
Male,0,3,1,Fiber optic,84.3,0
Female,0,1,1,Fiber optic,70.1,1
Female,0,72,1,DSL,89.75,0
Male,1,60,1,Fiber optic,97.95,0
Female,0,11,1,No,20,0
Female,0,12,1,Fiber optic,78.3,1
Male,0,61,1,Fiber optic,103.9,0
Female,0,39,1,No,20.7,0
Male,0,55,1,Fiber optic,96.8,1
Female,0,17,1,Fiber optic,94.4,1
Male,0,37,1,No,20.15,0
Female,0,72,1,No,26,0
Male,1,72,1,DSL,77.35,0
Female,0,8,1,DSL,66.05,0
Female,0,22,1,No,19.9,0
Female,0,1,1,Fiber optic,84.3,1
Female,0,38,1,DSL,68.15,0
Male,0,17,1,DSL,80.85,0
Female,1,70,1,DSL,75.5,0
Female,1,72,1,DSL,92.45,1
Female,0,28,1,Fiber optic,80.6,0
Female,0,15,1,Fiber optic,83.2,0
Male,0,72,1,DSL,87.55,0
Female,1,11,1,Fiber optic,99.55,1
Male,1,8,1,Fiber optic,81.25,1
Female,0,57,1,Fiber optic,109.4,0
Male,0,1,1,No,19.95,1
Female,0,46,0,DSL,45.55,0
Male,0,30,1,No,20.7,0
Male,1,10,1,Fiber optic,75.3,0
Male,0,23,1,Fiber optic,99.25,1
Male,0,32,1,Fiber optic,93.4,0
Male,0,13,1,Fiber optic,73.75,0
Female,0,39,1,Fiber optic,80.45,1
Female,0,44,1,Fiber optic,88.15,0
Male,1,9,1,DSL,49.2,0
Female,0,67,1,No,19.65,0
Male,0,9,1,Fiber optic,79.35,1
Female,0,15,1,Fiber optic,79.75,1
Female,0,71,1,Fiber optic,105.15,0
Male,0,1,1,DSL,49,0
Female,0,30,1,Fiber optic,100.05,1
Male,0,1,1,Fiber optic,69.35,1
Male,0,17,0,DSL,49.8,0
Female,0,3,1,Fiber optic,85.8,1
Male,0,67,1,DSL,79.7,1
Male,0,1,1,No,20.95,0
Female,1,1,1,DSL,50.55,1
Female,1,32,1,Fiber optic,79.3,0
Male,0,41,1,No,19.5,0
Male,0,1,1,Fiber optic,80.55,1
Female,0,1,1,DSL,44.15,0
Female,0,12,1,Fiber optic,84.5,1
Male,0,62,1,Fiber optic,105.5,0
Female,0,22,1,Fiber optic,84.3,1
Female,0,17,1,Fiber optic,92.7,0
Female,0,72,1,No,26.25,0
Male,0,56,1,Fiber optic,96.95,0
Female,0,9,1,No,20.45,0
Male,0,72,1,Fiber optic,115.8,0
Male,0,20,1,Fiber optic,108.2,0
Male,0,19,1,No,20.2,0
Male,0,2,1,Fiber optic,67.75,1
Male,0,53,0,DSL,54.9,0
Female,1,27,1,Fiber optic,85.25,1
Male,0,6,1,No,20.15,0
Male,0,9,1,Fiber optic,90.35,0
Female,0,8,1,DSL,55.75,0
Female,0,71,1,Fiber optic,114.6,0
Female,0,10,1,Fiber optic,80.05,1
Male,0,1,1,No,20,1
Female,0,71,0,DSL,66.8,0
Male,0,68,1,Fiber optic,100.3,0
Male,0,34,1,Fiber optic,105.35,0
Male,0,26,1,Fiber optic,85.2,0
Female,0,22,1,DSL,48.8,1
Male,0,7,1,No,18.95,0
Female,0,20,1,Fiber optic,69.8,0
Female,0,60,1,Fiber optic,106.15,0
Male,0,72,1,No,20.55,0
Female,1,72,1,Fiber optic,105.75,0
Male,0,4,1,No,25.25,0
Male,0,16,1,No,19.75,0
Female,1,62,1,Fiber optic,104.85,0
Female,0,10,1,DSL,60.95,0
Male,0,31,1,Fiber optic,81.15,0
Female,0,71,1,No,19.1,0
Male,0,58,1,No,20.8,0
Male,0,70,1,DSL,90.15,0
Female,0,71,1,DSL,90.1,0
Male,1,69,1,DSL,74.1,0
Female,1,1,1,Fiber optic,85.05,1
Female,0,72,1,Fiber optic,118.75,0
Female,0,26,1,Fiber optic,85.9,0
Female,0,33,1,Fiber optic,95,0
Female,0,10,1,No,20.15,0
Female,1,57,1,Fiber optic,101.3,0
Female,0,10,1,No,21.2,0
Female,0,39,1,No,24.2,0
Female,0,11,1,No,20.3,0
Female,0,21,1,Fiber optic,102.8,1
Female,0,68,1,DSL,85.3,0
Male,0,18,1,Fiber optic,89.6,0
Female,0,6,1,Fiber optic,99.95,1
Male,0,18,1,DSL,56.25,0
Female,0,52,1,DSL,50.95,0
Male,0,56,1,Fiber optic,115.85,0
Male,0,45,1,Fiber optic,103.65,0
Female,0,67,1,No,26.1,0
Male,0,3,0,DSL,35.1,0
Male,1,65,1,Fiber optic,99.1,0
Male,0,63,1,DSL,67.25,0
Female,0,11,1,No,25,0
Male,0,1,1,DSL,59.55,0
Male,0,55,1,DSL,77.8,0
Male,0,25,1,DSL,55.1,0
Male,0,72,1,Fiber optic,117.8,1
Female,0,72,1,No,24.15,0
Female,0,65,0,DSL,45.25,0
Female,1,54,1,Fiber optic,79.5,1
Male,0,7,1,No,20.25,0
Female,0,72,1,DSL,64.75,0
Male,0,21,1,DSL,54.6,0
Female,0,2,1,No,20.7,0
Male,1,4,1,Fiber optic,94.75,0
Male,0,3,1,Fiber optic,79.65,1
Male,0,72,1,Fiber optic,115.8,0
Female,0,6,1,DSL,49.45,0
Male,0,52,1,Fiber optic,83.8,0
Male,1,69,1,Fiber optic,95.35,0
Male,0,8,1,Fiber optic,94.7,1
Female,1,8,1,Fiber optic,74.05,0
Female,1,63,1,Fiber optic,89.6,0
Male,0,60,1,Fiber optic,116.6,0
Female,0,12,1,DSL,54.2,0
Female,0,13,1,No,19.3,0
Male,0,22,1,DSL,65.05,0
Male,0,5,1,Fiber optic,92.5,1
Female,0,1,1,No,19.45,1
Female,0,72,1,No,24.05,0
Female,0,2,1,No,18.75,0
Female,0,40,1,No,20.15,0
Male,0,44,1,No,20,0
Male,1,71,1,DSL,71,0
Female,0,2,1,Fiber optic,75.55,1
Male,1,26,1,Fiber optic,93.6,0
Male,0,1,1,Fiber optic,70,1
Female,0,1,0,DSL,24.4,0
Male,0,65,1,DSL,74.8,1
Male,0,3,1,DSL,65.25,0
Male,0,13,1,DSL,50.55,0
Female,0,33,1,Fiber optic,104.4,1
Female,0,1,1,Fiber optic,70.7,0
Male,0,4,1,DSL,45.25,0
Male,0,2,1,Fiber optic,70.3,0
Male,0,72,1,Fiber optic,108.95,0
Female,0,37,1,No,26.45,0
Female,0,15,1,Fiber optic,86.2,1
Female,0,23,1,No,19.65,0
Female,0,30,0,DSL,51.2,1
Female,0,42,1,No,19.05,0
Female,0,32,1,DSL,74.75,0
Female,0,22,1,Fiber optic,75.8,0
Male,0,42,0,DSL,25.1,0
Female,0,8,1,DSL,44.45,0
Female,0,65,1,Fiber optic,104.3,0
Female,0,2,1,No,19.5,1
Female,0,70,1,DSL,89,0
Male,0,22,1,No,20.15,0
Female,1,4,1,Fiber optic,74.9,1
Female,0,2,1,Fiber optic,74.9,1
Female,0,67,0,DSL,36.15,0
Female,0,25,1,No,19.2,0
Female,0,20,1,No,19.25,0
Female,0,2,1,DSL,61.2,0
Male,0,51,1,No,20.45,0
Female,0,46,0,DSL,35.05,0
Female,0,25,1,Fiber optic,100.25,1
Male,0,13,1,DSL,44,0
Female,1,25,1,Fiber optic,102.8,1
Male,0,26,1,DSL,50.35,0
Male,0,43,1,Fiber optic,100,1
Male,0,19,1,No,20,0
Male,0,10,1,Fiber optic,99.85,1
Female,0,2,1,Fiber optic,94.2,1
Female,0,72,1,DSL,86.4,0
Male,1,18,1,DSL,58.4,0
Male,1,9,1,Fiber optic,83.85,1
Female,1,27,1,Fiber optic,88.3,1
Male,0,24,1,Fiber optic,94.1,0
Male,0,69,1,Fiber optic,104.05,1
Female,0,46,1,Fiber optic,108.9,0
Female,1,72,1,Fiber optic,107.4,0
Male,0,22,1,Fiber optic,94.7,1
Female,1,70,1,Fiber optic,90.85,0
Female,0,2,1,No,19.9,0
Male,0,31,1,DSL,66.4,0
Female,1,56,1,Fiber optic,100.65,1
Female,0,16,1,Fiber optic,100.7,0
Male,0,52,1,No,25.6,0
Male,0,13,1,No,19.85,0
Female,0,35,1,No,20.75,0
Female,0,59,1,Fiber optic,95.8,0
Male,0,72,1,Fiber optic,94.65,0
Female,1,66,1,DSL,80.55,1
Female,0,49,1,Fiber optic,106.65,0
Female,0,2,1,DSL,45.85,0
Male,1,21,1,Fiber optic,104.35,0
Male,1,54,0,DSL,55.45,0
Male,1,24,1,Fiber optic,78.85,1
Male,0,1,1,DSL,61.15,0
Male,0,6,1,Fiber optic,78.95,0
Female,0,1,1,DSL,44.45,1
Male,0,49,1,Fiber optic,109.2,0
Female,0,56,1,DSL,61.3,0
Female,1,56,1,Fiber optic,96.85,0
Female,0,6,0,DSL,40.55,0
Male,0,32,1,No,19.8,0
Male,0,50,1,Fiber optic,108.25,0
Male,0,58,1,Fiber optic,105.05,0
Female,0,65,1,DSL,90.45,0
Female,0,64,1,DSL,86.4,0
Female,0,66,1,DSL,66.9,0
Male,0,38,1,Fiber optic,110.7,0
Female,0,20,1,No,20,0
Male,0,36,1,Fiber optic,84.9,1
Male,1,64,1,Fiber optic,102.1,0
Male,0,1,1,No,20.25,1
Female,0,60,1,DSL,70.15,0
Male,0,1,1,Fiber optic,74.35,1
Female,0,50,1,DSL,80.05,0
Male,0,1,1,DSL,62.05,1
Female,0,72,0,DSL,49.2,0
Male,0,60,1,No,20.5,0
Male,0,46,0,DSL,38.25,0
Female,0,69,0,DSL,54.95,0
Male,1,31,1,Fiber optic,96.6,0
Male,0,19,1,No,19.9,0
Female,0,71,1,No,19.9,0
Male,0,12,1,Fiber optic,84.6,0
Male,0,39,1,DSL,80,1
Male,0,44,1,DSL,85.25,0
Female,0,56,1,DSL,81.25,0
Female,0,72,1,Fiber optic,115.5,0
Male,0,5,1,Fiber optic,104.1,1
Female,0,11,1,Fiber optic,79,0
Male,1,24,0,DSL,39.1,1
Female,1,15,1,Fiber optic,94.65,0
Male,0,72,1,No,20.8,0
Male,0,56,1,DSL,59.5,0
Male,1,64,1,No,20.05,0
Female,0,34,1,Fiber optic,100.45,0
Male,0,2,1,Fiber optic,76.5,1
Male,0,35,1,No,20.6,0
Male,0,22,1,No,20.3,0
Male,0,5,1,DSL,49.2,1
Male,0,9,0,DSL,39.55,0
Male,0,11,1,No,23.15,1
Male,0,23,1,No,20.45,0
Female,0,4,1,Fiber optic,80.85,1
Male,0,68,1,No,25.25,0
Male,0,33,1,Fiber optic,91.25,0
Male,0,31,1,DSL,72.45,0
Male,0,1,1,DSL,60.1,1
Female,0,56,1,No,19.7,0
Male,0,1,1,Fiber optic,78.95,1
Male,0,66,1,DSL,75.1,0
Male,0,72,1,No,25,0
Male,1,34,1,Fiber optic,69.15,0
Female,0,58,1,Fiber optic,91.55,0
Male,0,2,1,DSL,45.15,1
Male,0,37,0,DSL,35.8,0
Female,0,71,1,Fiber optic,113.15,0
Male,0,1,1,No,19.85,0
Male,1,71,1,No,19.8,0
Male,0,35,1,No,19.9,0
Female,0,6,1,No,19.7,0
Female,0,3,1,Fiber optic,79.4,1
Female,0,69,1,DSL,59.1,0
Male,0,44,0,DSL,53.95,1
Female,0,53,1,Fiber optic,91.15,0
Female,0,24,1,Fiber optic,99.3,1
Female,0,5,1,Fiber optic,68.95,0
Female,0,2,1,DSL,51.55,0
Male,0,62,1,No,24.4,0
Female,0,19,1,Fiber optic,96.8,0
Male,0,9,1,Fiber optic,70.05,0
Male,0,53,1,No,19.5,0
Male,0,5,1,Fiber optic,78.75,0
Female,1,71,1,DSL,69.2,0
Female,0,1,1,No,19.55,0
Male,0,18,1,Fiber optic,80.65,1
Male,0,72,1,Fiber optic,103.65,0
Female,0,4,1,DSL,54.7,0
Male,0,59,1,DSL,54.15,0
Female,0,1,1,Fiber optic,71.1,1
Female,1,31,1,Fiber optic,84.85,0
Male,0,3,1,No,20,0
Female,1,65,1,Fiber optic,106.25,1
Male,0,49,1,Fiber optic,99.25,0
Male,0,2,1,No,19.35,0
Female,0,53,1,No,20.8,1
Female,0,55,1,Fiber optic,94.75,0
Male,0,72,1,Fiber optic,114.05,0
Female,1,36,1,Fiber optic,74.9,0
Female,0,10,1,No,19.8,0
Male,1,1,1,Fiber optic,94,1
Female,0,72,1,DSL,80.85,0
Female,0,28,1,DSL,54.65,0
Male,0,38,1,Fiber optic,91.7,0
Female,0,61,1,Fiber optic,118.6,0
Male,0,52,1,No,24.55,0
Male,0,67,1,No,19.45,0
Female,0,34,1,Fiber optic,116.15,0
Female,0,54,1,DSL,80.6,0
Female,0,1,1,No,20.3,0
Female,1,15,1,Fiber optic,89.85,1
Female,0,4,1,DSL,46,1
Female,0,9,1,DSL,66.25,1
Female,0,46,1,Fiber optic,99.8,0
Female,0,22,1,Fiber optic,90,1
Male,0,38,1,Fiber optic,70.45,1
Female,0,55,1,DSL,75,0
Female,0,1,1,No,19.9,0
Male,1,64,1,Fiber optic,80.3,0
Male,0,53,1,No,19.75,1
Female,0,58,1,DSL,84.3,0
Male,0,56,0,DSL,54.05,0
Male,0,72,1,Fiber optic,104.9,0
Male,0,1,1,DSL,53.95,1
Male,1,72,1,Fiber optic,97.25,0
Male,0,22,1,Fiber optic,83.05,0
Female,1,8,1,Fiber optic,105.5,1
Female,0,16,1,Fiber optic,81,1
Female,0,39,0,DSL,41.1,0
Female,0,12,1,DSL,45,0
Male,0,54,1,DSL,74.55,0
Female,0,18,0,DSL,40.2,0
Male,0,32,1,DSL,70.5,0
Female,0,41,1,No,19.75,0
Male,0,67,1,No,24.65,0
Male,0,65,1,Fiber optic,104.25,0
Female,0,25,1,DSL,78.35,0
Female,0,1,1,Fiber optic,69.8,1
Female,0,67,1,Fiber optic,109.7,0
Male,1,7,1,Fiber optic,73.75,1
Female,1,43,0,DSL,33.45,0
Female,0,24,1,Fiber optic,94.6,0
Male,1,9,1,DSL,54.55,1
Male,0,69,1,No,20.2,0
Female,0,37,1,No,20.3,0
Male,0,20,0,DSL,39.4,0
Male,0,7,1,Fiber optic,69.15,0
Female,1,37,1,Fiber optic,76.25,1
Female,0,5,1,Fiber optic,93.9,1
Male,0,41,0,DSL,51.35,0
Female,0,54,1,Fiber optic,100.05,0
Female,1,3,1,Fiber optic,70.4,1
Male,1,69,1,No,20.3,0
Female,0,53,1,Fiber optic,94.45,0
Male,0,18,0,DSL,46.4,0
Male,0,64,1,Fiber optic,104.05,0
Female,0,31,1,Fiber optic,91.15,1
Female,0,20,0,DSL,24.9,0
Male,0,57,1,DSL,59.6,0
Male,1,63,1,Fiber optic,108.5,0
Male,0,13,0,DSL,40.55,0
Female,1,48,1,DSL,58.95,0
Female,0,2,1,Fiber optic,70.95,1
Male,0,57,1,No,20.75,0
Male,0,71,1,Fiber optic,113.15,0
Female,0,7,1,DSL,48.8,0
Female,0,16,1,DSL,63.05,0
Male,0,34,1,Fiber optic,100.85,0
Female,0,37,1,Fiber optic,99.5,1
Male,0,16,1,Fiber optic,80.55,0
Male,0,48,1,DSL,64.4,0
Male,0,58,1,DSL,75.2,0
Female,0,72,1,DSL,84.9,0
Female,0,7,1,No,19.3,0
Female,0,38,1,Fiber optic,83.9,1
Female,1,48,1,Fiber optic,117.45,1
Male,0,10,1,Fiber optic,104.4,1
Female,0,30,1,DSL,74.65,0
Male,0,31,1,DSL,59.05,0
Female,1,46,1,DSL,69.1,0
Male,0,50,1,No,20.55,0
Male,0,28,1,Fiber optic,76.55,0
Female,0,66,0,DSL,62.5,0
Male,1,8,0,DSL,29.4,1
Female,0,41,1,Fiber optic,94.9,0
Male,1,72,1,Fiber optic,111.65,0
Female,0,7,1,No,19.9,0
Female,0,38,1,No,20.45,0
Male,0,44,1,Fiber optic,106.05,0
Male,0,47,1,Fiber optic,113.45,0
Male,0,53,1,Fiber optic,92.55,0
Male,0,4,1,DSL,65.6,0
Male,1,20,1,Fiber optic,84.35,0
Male,0,2,1,DSL,44.65,1
Male,1,57,1,DSL,71.1,0
Female,1,44,1,Fiber optic,85.15,0
Male,0,24,1,DSL,49.7,0
Male,0,15,0,DSL,30.2,0
Female,0,3,0,DSL,25.25,1
Female,0,4,1,Fiber optic,84.05,1
Male,1,37,1,Fiber optic,85.7,1
Female,0,1,1,Fiber optic,74.7,1
Female,0,24,1,DSL,56.35,0
Female,0,5,1,Fiber optic,90.8,1
Female,0,33,1,Fiber optic,107.55,0
Female,0,58,1,No,19.85,0
Female,0,72,1,Fiber optic,95.9,0
Female,0,71,1,No,23.85,0
Female,1,28,1,Fiber optic,106.15,1
Male,0,51,1,DSL,83.85,0
Female,0,30,1,DSL,85.35,1
Male,1,72,1,Fiber optic,84.8,0
Male,1,36,1,Fiber optic,90.85,1
Male,0,14,1,DSL,76.1,0
Female,0,72,1,DSL,74.55,0
Female,0,22,0,DSL,39.2,0
Female,0,2,1,Fiber optic,79.55,0
Female,0,15,1,No,19.6,0
Male,0,51,1,No,19.55,0
Male,0,70,0,DSL,39.15,0
Female,0,71,1,No,20.1,0
Female,0,39,1,Fiber optic,99.95,0
Female,0,61,1,DSL,59.8,0
Female,0,52,1,DSL,49.75,0
Female,0,1,0,DSL,35.75,1
Male,0,64,1,Fiber optic,108.5,0
Male,0,62,1,DSL,60.15,0
Male,0,30,1,No,19.05,0
Female,1,4,1,DSL,46,1
Male,1,63,1,DSL,84,0
Female,0,1,1,DSL,44.55,0
Male,0,15,1,Fiber optic,103.45,0
Male,0,27,1,Fiber optic,80.65,0
Female,0,4,0,DSL,57.2,0
Female,0,72,1,Fiber optic,110.75,0
Male,1,45,1,No,24.7,0
Female,1,45,1,Fiber optic,97.05,0
Female,0,36,1,DSL,76.35,0
Male,0,17,1,Fiber optic,89.4,1
Male,0,1,1,No,18.9,0
Male,1,16,1,Fiber optic,74.45,0
Male,0,3,1,No,19.8,1
Male,0,4,1,DSL,50.9,1
Female,0,71,1,DSL,84.4,0
Male,0,10,1,No,24.4,0
Male,0,20,1,No,20.05,0
Male,0,4,1,Fiber optic,81,1
Male,0,26,1,Fiber optic,98.35,1
Female,0,4,1,DSL,55.5,0
Male,0,5,0,DSL,51,1
Female,0,4,1,Fiber optic,91.65,1
Male,1,29,1,Fiber optic,84.3,0
Male,0,2,1,Fiber optic,100.2,0
Female,0,29,1,No,19.4,0
Male,0,1,1,Fiber optic,90.85,1
Male,0,1,1,Fiber optic,69.4,1
Female,1,8,1,Fiber optic,94.45,1
Male,0,13,1,No,20.4,0
Female,0,59,1,Fiber optic,94.75,0
Female,0,1,1,No,20.15,1
Male,1,50,1,Fiber optic,95.7,1
Male,0,18,1,DSL,44.35,0
Female,0,17,1,DSL,74.55,0
Male,0,47,1,DSL,73.6,0
Female,0,26,1,Fiber optic,74.95,1
Female,0,6,0,DSL,47.95,1
Male,0,19,1,DSL,50.1,0
Female,0,3,1,DSL,63.6,1
Female,1,68,0,DSL,53,0
Female,0,2,1,No,19.85,0
Male,0,7,0,DSL,24.35,0
Female,0,18,1,No,19.55,0
Female,0,71,1,No,25.05,0
Male,1,13,1,Fiber optic,93.8,0
Male,0,3,0,DSL,36.85,1
Male,0,72,1,Fiber optic,103.75,0
Male,0,66,0,DSL,56.75,0
Male,0,24,1,No,20.8,0
Female,0,1,1,DSL,44.1,1
Female,0,56,1,No,24.45,0
Female,1,22,1,No,25.6,0
Male,0,14,0,DSL,50.75,1
Female,1,61,1,Fiber optic,104.4,1
Female,1,40,0,DSL,39.3,1
Female,0,42,1,DSL,59.65,0
Female,0,72,1,DSL,83.3,0
Female,0,12,1,Fiber optic,79.55,0
Male,0,71,1,No,24.45,0
Female,0,26,1,No,19.2,0
Female,0,7,0,DSL,29.8,0
Female,0,6,1,DSL,45.5,0
Female,0,58,1,Fiber optic,106.45,1
Male,0,51,0,DSL,30.05,0
Male,0,72,0,DSL,65.65,0
Female,0,18,1,Fiber optic,96.05,1
Female,0,7,1,Fiber optic,75.1,1
Female,0,47,1,DSL,74.05,0
Male,1,2,1,DSL,44.7,1
Male,1,62,1,Fiber optic,110.75,0
Female,0,16,1,No,19.7,0
